"skim_type","skim_variable","n_missing","complete_rate","numeric.mean","numeric.sd","numeric.p0","numeric.p25","numeric.p50","numeric.p75","numeric.p100","numeric.hist","id"
"numeric","data",0,1,32.103,4.91390519160841,1,31,33,35,36,"▁▁▁▁▇",26
